,search_id,num_planet,disposition,ror,stellar_mass,ss_gravity,period,duration,transit_epoch
9619,TIC 302895996,1,2,0.06655193204347826,0.377,4.88307,0.567995,1.408867,2458468.847149
9620,TIC 144700903,1,1,0.08219796937387282,0.606938,4.69039,2.3266399902057,1.6497284024865,2458470.580837
9621,TIC 309791156,1,2,0.0373350359379838,0.74,4.23,19.571586232701,4.1467963779697,2458332.697108
9622,TIC 281909674,1,1,0.1010519191786414,1.08,4.46721,4.0350444384329,2.8526162763938,2458470.81672
9623,TIC 280210963,1,1,0.1570568191703016,1.02,4.37342,2.8280391498869,2.6215943096191,2459203.486894
9624,TIC 234825296,1,1,0.10859676277826529,0.94,4.47813,9.2432302936005,2.4045872240888,2458473.382195
9625,TIC 234112540,1,1,0.1323909513861461,1.21,4.28733,4.0379012433074,2.9331124453731,2459205.316448
9626,TIC 237751146,1,2,0.09513646551898113,0.428732,4.90948,1.6697690409047,2.0105348028721,2459203.397714
9627,TIC 238004786,1,2,0.017506682599467704,0.8,4.44968,0.30960616404842,1.029892926141,2459988.518323
9628,TIC 200322593,1,1,0.04490447174331831,0.166161,4.438,1.2391533635124,0.48877492138977,2459175.141647
9629,TIC 143271144,1,2,0.14221581946998507,0.86,4.438,1.3534084181115,1.8466332409402,2459202.495892
9630,TIC 49771092,1,2,0.11240439442121586,0.85,4.48093,1.631828231988,1.2668494477595,2458469.057251
9631,TIC 53593457,1,2,0.17800180277720207,0.291869,5.0795,0.530893,1.910177,2458468.332102
9632,TIC 50618703,1,2,0.02985236339870377,0.66,4.67631,1.5483541675545,1.203092544416,2458469.756983
9633,TIC 37168957,1,1,0.14772032416305303,0.97,4.41615,1.9000862473896,2.3058232096625,2459203.608483
9634,TIC 36440357,1,1,0.10972917941383234,1.21,4.36651,9.2016496415396,4.4317332963405,2459211.46641
9635,TIC 36352297,1,1,0.14636392186046512,1.26,4.32551,1.5089635,2.373,2459211.478874
9636,TIC 42821097,1,1,0.07545340927761542,1.03,4.08625,3.8971202606155,4.8258882068622,2459205.242785
9637,TIC 32830028,1,2,0.1324937660591716,0.284217,5.10976,0.516278,0.565611,2458468.344415
9638,TIC 192826603,1,1,0.17135043708578376,0.561044,4.71907,2.6473051249427,1.2112809624231,2459203.149174
9639,TIC 44737596,1,1,0.15092653946442602,0.577439,4.438,2.7886540324275,1.8900186089522,2458413.060435
9640,TIC 161477033,1,0,0.02693337836338221,0.91,4.57025,14.058151,3.514627,2458443.221518
9641,TIC 161477033,2,2,0.023876048329333058,0.91,4.57025,11.923481943775,3.241059207566,2458419.367318
9642,TIC 161477033,3,2,0.02825439440790629,0.91,4.57025,40.89051166021,4.4402790951463,2458416.404536
9643,TIC 407966340,1,2,0.0182855983219112,1.25,4.438,7.0491608412181,3.502453071662,2458442.61543
9644,TIC 407966340,2,2,0.008567830537171207,1.25,4.438,3.0440440820513,1.354288480236,2458438.475888
9645,TIC 170849515,1,1,0.17010058659179841,0.614735,4.72608,1.9416365675131,1.9321358365264,2458438.147508
9646,TIC 59003115,1,0,0.025349838475075805,0.844,4.62,2.294185,2.750763,2458439.0759
9647,TIC 55488511,1,2,0.03600497107434305,0.566298,4.71022,3.3449039927025,1.3408349051783,2458439.549649
9648,TIC 207110080,1,1,0.07044133476562414,1.12,4.0,14.57289854281,2.5623497360378,2459133.407241
9649,TIC 209459275,1,1,0.0927392449586777,1.1,4.31,6.9839072,5.076,2459166.185995
9650,TIC 101011575,1,1,0.03813087619047619,0.75,4.5,6.3980642,2.004,2459982.845399
9651,TIC 101011575,2,1,0.029073765333333335,0.75,4.5,18.8792871,3.262,2459987.337647
9652,TIC 377064495,1,1,0.029014537142857146,0.95,4.52526,10.778833,3.416,2460273.231624
9653,TIC 377064495,2,1,0.016247769714285716,0.95,4.52526,0.4465713,1.077,2460285.469459
9654,TIC 377064495,3,1,0.03139130844898088,0.95,4.52526,25.7122157303,5.9710227857061,2458521.899814
9655,TIC 413248763,1,1,0.032341393333333336,0.34592,4.90573,3.9306027,1.196,2460011.629018
9656,TIC 1003831,1,1,0.0633399515251825,0.977,4.47122,1.6511455803498,0.9495247282139,2458518.203428
9657,TIC 1103432,1,2,0.12742217939035852,1.13,4.26445,3.727164131733,3.9229720220727,2459966.215011
9658,TIC 1133072,1,0,0.04633123554461539,0.493652,4.92521,0.846542,2.408837,2458517.531592
9659,TIC 13349647,1,1,0.12715026911536503,1.08,4.4894,1.537364348984,1.7528778840104,2458518.50543
9660,TIC 123482865,1,1,0.052414453877551025,1.04,4.36113,6.5562078,2.314,2459270.500253
9661,TIC 126733133,1,2,0.0364058480610687,1.27,4.27298,1.4687087,0.87,2460037.566059
9662,TIC 270468559,1,1,0.08173068924188902,1.059,4.14093,4.641843453606,3.8566772148839,2458519.462703
9663,TIC 289535142,1,0,0.1138402306490769,1.41,4.20742,2.3382708901841,2.8959480126409,2459229.624094
9664,TIC 296780789,1,2,0.5383737268600081,0.339,4.91079,13.577343110549,1.7245218990162,2458524.632416
9665,TIC 315002523,1,1,0.08546448542640846,1.16,3.93311,3.3023907304963,5.1743598728444,2459991.488255
9666,TIC 386435344,1,0,0.08506037748677052,1.323,4.00314,19.372105058884,3.085914879874,2459977.658863
9667,TIC 408310006,1,1,0.053558869248,1.141,4.32632,5.4435354,3.5,2460010.494875
9668,TIC 410094645,1,2,0.13650235200000002,1.27,4.14244,3.329754,2.862,2459277.162004
9669,TIC 423275733,1,1,0.09453281240199457,1.1,4.13259,2.0528683715985,2.6201127724505,2459278.251179
9670,TIC 81419525,1,2,0.0776866146835443,2.92,4.51,1.5498373,2.729,2460012.427542
9671,TIC 180987952,1,2,0.029973181565217392,2.74,4.35,1.3891689,1.675,2460013.350692
9672,TIC 287474726,1,0,0.0391910120024092,2.56,3.59,3.7442007354342,3.500476186559,2459230.051423
9673,TIC 131743355,1,2,0.059692208372093034,2.84,4.42,6.5604227,1.028,2460002.878449
9674,TIC 74482749,1,0,0.08900527459903432,2.35,3.88,1.262265776596,1.7829162383735,2460744.737404
9675,TIC 190990336,1,2,0.10830556048192772,1.34,4.29,5.547255,4.835,2460009.617078
9676,TIC 131979339,1,0,0.1061995358677686,2.42,4.05,22.6384642,4.988,2459986.476263
9677,TIC 130415266,1,2,0.08235987164835164,2.69,4.35,39.4718663,6.186,2459981.725943
9678,TIC 146261607,1,0,0.1908512210526316,2.38,4.08,8.4915117,6.035,2459262.045754
9679,TIC 196286587,1,2,0.03900541888324873,1.3,4.12,10.4137962,3.482,2459974.937344
9680,TIC 128463355,1,0,0.15050973484716157,1.252,3.81,13.9086,2.987,2458493.08509
9681,TIC 287329267,1,0,0.021272597714285718,1.22,3.59,7.64348,2.772,2458331.94733
9682,TIC 144956678,1,0,0.025969934409389096,1.11,3.55,1.5136003449379,2.440069452263,2459228.947101
9683,TIC 145982812,1,2,0.06955675109433963,2.56,3.83,0.82967,1.755,2458518.4693
9684,TIC 141363913,1,2,0.033519982451612904,1.2,3.53,3.477756,1.999,2460009.873434
9685,TIC 175176327,1,0,0.10160403568838867,2.75,4.08,11.099874547983,2.1987363412091,2459235.384395
9686,TIC 262746281,1,2,0.04443150272392639,1.072,4.04,16.1798603,6.495,2460271.218286
9687,TIC 122262940,1,0,0.12277971383259913,1.44,4.03,2.0034063,2.661,2460010.482867
9688,TIC 153651591,1,0,0.03609036413700358,2.39,3.92,2.145632443084,2.1680095944849,2459230.769216
9689,TIC 134404603,1,2,0.16492615663865548,1.03,4.3,4.9699991,1.363,2460007.604027
9690,TIC 80275202,1,0,0.0939264447204969,2.07,4.53,3.6649528,3.245,2459983.317258
9691,TIC 154459165,1,2,0.0615223862278481,0.79,4.54,3.1471655,3.402,2459983.664716
9692,TIC 284738182,1,2,0.0341129056,1.59,4.29,0.9136081,1.099,2459987.158093
9693,TIC 118021229,1,2,0.028868838027906976,0.962,3.75,0.88501,1.622,2458518.2814
9694,TIC 190496853,1,1,0.10329423811764707,1.7,4.21,4.6616079,4.007,2460010.013606
9695,TIC 173640199,1,2,0.05037630075524476,1.34,4.25,7.7614672,4.156,2459972.603908
9696,TIC 296739893,1,1,0.051082924578823366,0.542958,4.80423,5.098803777277,1.0252821663939,2458518.004514
9697,TIC 30828562,1,2,0.10582402750000001,2.09,4.08695,3.1123343,2.388,2459304.418696
9698,TIC 83092282,1,1,0.060591680735007154,1.42,4.33435,6.4025294728926,3.9233956051866,2460006.078147
9699,TIC 101395259,1,0,0.08257363447901725,1.34,4.20608,7.5746749542812,3.0847866104227,2458523.943374
9700,TIC 399870368,1,1,0.09393802720812182,2.19,4.19,2.7443216,3.42,2459197.007544
9701,TIC 379929661,1,1,0.08645376,1.796,4.13,4.786958,4.936,2459979.75103
9702,TIC 65412605,1,1,0.07802323655172415,2.11,4.03,4.4010465,4.757,2459980.873931
9703,TIC 365781372,1,2,0.07389243698924731,2.42,4.08,1.13889,2.154,2458469.22408
9704,TIC 281408474,1,2,0.08061395826086958,1.179,4.23,3.4076,3.69,2458469.2352
9705,TIC 293853437,1,1,0.047427450756302524,2.321,4.05,8.7179665,6.143,2459221.689296
9706,TIC 123898871,1,2,0.11069874635294118,1.629,4.11,4.9091704,4.042,2459226.360983
9707,TIC 97158538,1,0,0.02428264207373971,1.483,3.91,2.5950747126995,0.79212736041253,2459229.708439
9708,TIC 348755723,1,2,0.10265440771200002,0.427418,4.438,4.503645,1.973292,2458517.809802
9709,TIC 344926234,1,2,0.015445235655570455,1.09,4.43995,0.49359,1.545897,2458517.428167
9710,TIC 286132427,1,0,0.01370117447011477,1.05,4.46485,0.493379,1.5,2458517.43594
9711,TIC 146463781,1,2,0.18860166231272726,0.368528,4.97806,0.417921,1.843947,2458517.476816
9712,TIC 78154865,1,0,0.016391267863329773,1.12,4.41585,0.493826,1.162615,2458517.42793
9713,TIC 82362447,1,2,0.47307150258503405,0.271062,4.81887,2.819817,6.611278,2458517.560677
9714,TIC 147977348,1,1,0.08676174086124404,1.3,3.91,5.0037758,3.439,2459250.338129
9715,TIC 49079670,1,2,0.027485311384615387,1.002,4.4,1.8930707,1.339,2459223.641588
9716,TIC 79292541,1,2,0.044204749505703425,2.13,3.93,2.2786049,1.924,2459227.230752
9717,TIC 432008938,1,2,0.21194009036190478,0.341657,4.93457,9.653456,4.00937,2458522.349321
9718,TIC 157568289,1,0,0.08494623604938271,1.28,3.6,1.8361503,4.12,2459250.993237
9719,TIC 238197709,1,0,0.10001965399878453,1.15,3.96,13.725252177625,3.1694156547125,2459184.759271
9720,TIC 78672342,1,2,0.028423890337078653,1.46,3.57,2.97638,3.212,2458471.30172
9721,TIC 35582553,1,2,0.03583997570370371,1.454,3.83,0.9370901,1.312,2459225.989665
9722,TIC 22221375,1,1,0.018943669281553402,1.09,4.44653,3.9846589,2.146,2460013.591733
9723,TIC 33153766,1,0,0.06360483067092652,1.08,3.47323,0.68831,1.365,2458544.60377
9724,TIC 35009898,1,2,0.05592091173320489,0.422643,4.89676,1.5275638978134,1.3727054860158,2458543.433731
9725,TIC 35516889,1,1,0.1463696887494677,0.97,4.39267,0.78883892648937,1.6416538999384,2459304.062715
9726,TIC 36734222,1,1,0.15866095547168055,0.65,4.64555,0.81347327108005,1.2629639560536,2458543.604633
9727,TIC 48103627,1,1,0.0933069632012633,1.11,4.283,4.5696698033487,3.9536170736647,2459283.031579
9728,TIC 48476907,1,2,0.04098159030000001,1.31,4.22041,4.7192734,1.301,2460030.273032
9729,TIC 48476908,1,2,0.06255984946478874,1.2,4.00966,4.7192771,1.594,2460030.273214
9730,TIC 53189332,1,1,0.07436308438130396,1.24,4.22795,9.2897006328885,5.3589155011916,2458544.650778
9731,TIC 53735810,1,1,0.08087161337596356,1.56,4.0663,4.0860495356931,4.5420607058844,2458544.170492
9732,TIC 54085154,1,0,0.036655295593220345,1.27,4.438,1.0014437,1.28,2460037.452461
9733,TIC 54962195,1,2,0.04350453103374825,0.510139,4.76941,2.5989031153833,1.6635706342516,2458544.387711
9734,TIC 54962195,2,2,0.04764426095984362,0.510139,4.76941,4.6955986040928,2.1638720942376,2458543.405068
9735,TIC 54962195,3,2,0.03559982125394322,0.510139,4.76941,7.1024748585508,2.7542652434357,2458547.138797
9736,TIC 73723286,1,0,0.13391916453911454,1.01,4.20407,14.066109004697,3.4744354824951,2458547.302488
9737,TIC 82128636,1,2,0.055650120115722276,1.59,4.20036,7.4760688730521,1.5699592020974,2458521.504167
9738,TIC 101955023,1,1,0.04918198050853364,0.195794,4.86375,1.6289321997705,0.80927595296808,2459280.989404
9739,TIC 102195674,1,0,0.1622360503372703,1.19,4.37691,4.3787302311837,3.8275040128084,2459283.065609
9740,TIC 124573851,1,2,0.02330579684848485,0.996,4.13,3.9451359,2.424,2460013.733784
9741,TIC 147660201,1,0,0.055552678355534894,0.88,4.48774,0.579398,1.64214,2458543.348205
9742,TIC 151681127,1,2,0.12011691956043956,2.13,4.21106,10.1970284,4.694,2460021.290156
9743,TIC 151825527,1,2,0.08697534133024395,0.539888,4.75169,3.6335834172318,1.8069693346964,2458546.478904
9744,TIC 151959065,1,0,0.1216952700237561,1.4,4.28439,10.542625374919,6.2145259477993,2458551.634917
9745,TIC 158588995,1,1,0.11451961435765215,0.416017,4.87946,1.9771658419252,1.1104153448681,2459301.778142
9746,TIC 169226822,1,1,0.09999268781871622,1.05,4.18582,4.1780637138791,4.317610929282,2458543.942051
9747,TIC 219187649,1,2,0.10510917205276335,0.96,4.41381,2.15030072322,1.9774725588652,2458544.344126
9748,TIC 280206394,1,1,0.09253496930232559,1.18,4.37882,11.2365977,2.292,2460030.705344
9749,TIC 294395926,1,2,0.029606919115410628,0.99,4.39124,11.329845914462,4.4750092742459,2458493.024505
9750,TIC 308050066,1,2,0.08433888,1.402,3.9,11.1755425,5.482,2460004.893282
9751,TIC 335499997,1,2,0.025359294185760804,1.102,3.9495,0.43356904747084,0.97782274929882,2459281.007126
9752,TIC 410450228,1,2,0.09921731275691287,1.65,3.79,15.778493134183,3.3857405624131,2460045.433204
9753,TIC 429304876,1,1,0.031764233777777776,0.85,3.92,6.8392388,4.176,2460037.259934
9754,TIC 437248515,1,1,0.12491745574086527,1.2,4.30907,3.4058895034145,2.6582988566035,2459303.595258
9755,TIC 281731203,1,1,0.054393267052023124,0.96,3.88,11.6332127,5.081,2460268.402363
9756,TIC 339857675,1,2,0.01925627409639454,1.37,4.26,3.5137609118792,1.7579691309937,2458492.222242
9757,TIC 74534430,1,2,0.032833058806551164,0.66,4.57,36.299512914018,4.4333922628582,2459977.554802
9758,TIC 339636032,1,0,0.016011634181818182,1.39,3.99,6.8787507,2.599,2459986.414867
9759,TIC 445822015,1,2,0.08996899261538462,0.79,4.71,1.66402,3.397,2458545.05695
9760,TIC 320417762,1,0,0.011803331562043797,2.45,3.95,1.03604,1.855,2458491.74051
9761,TIC 55383975,1,0,0.11305420723920431,0.93,4.45894,48.051198847766,4.307057406259,2458366.772014
9762,TIC 55559618,1,2,0.030306251608754563,0.96,4.38111,21.376423663993,4.7666334493079,2458346.404484
9763,TIC 77156829,1,1,0.02634670282609589,0.320556,4.89044,0.86024057895247,0.51243446152304,2458411.473627
9764,TIC 77156829,2,2,0.02827039178651768,0.320556,4.89044,3.6942604088346,1.1278521136011,2458411.067517
9765,TIC 77156829,3,1,0.023224095210726613,0.320556,4.89044,4.9652068552764,0.93615235843292,2458414.562933
9766,TIC 77253676,1,2,0.0248162112227946,0.97,4.39971,8.6078603043452,3.6798696865114,2458418.925917
9767,TIC 141527579,1,2,0.040620570968614794,0.469549,4.83196,15.086773783282,2.125029129455,2458328.941861
9768,TIC 149302744,1,2,0.015804857239436622,1.16,4.07,14.8011934,3.42,2460197.51395
9769,TIC 149302744,2,2,0.014882956732394368,1.16,4.07,33.6336133,5.352,2460175.078683
9770,TIC 149302744,3,2,0.01922590674939712,1.16,4.07,672.6366236365,7.4883768610218,2458374.209051
9771,TIC 150428135,1,1,0.056541895585244396,0.413261,4.438,16.051105978455,1.396822858368,2459303.157062
9772,TIC 150428135,2,1,0.029062089182236617,0.413261,4.438,37.423683827416,3.3650101248839,2458330.486155
9773,TIC 150428135,3,1,0.0210203432963963,0.413261,4.438,9.9772729631573,2.2583630996384,2458331.349645
9774,TIC 150428135,4,1,0.020746192036794387,0.413261,4.438,27.809689757355,2.9558823410895,2458352.99952
9775,TIC 219239945,1,2,0.035076267165656885,1.03,4.37713,13.697384,4.783848,2458389.366552
9776,TIC 237914496,1,2,0.032505117961286675,0.62,4.61505,3.5681409898016,1.4556337049801,2458326.81595
9777,TIC 260004324,1,1,0.0202744839677826,0.502062,4.7833,3.8143008972951,1.3793952094512,2458327.416979
9778,TIC 391904697,1,2,0.03238787050429586,0.9,4.68369,47.019637233703,5.8659334695966,2458352.13367
9779,TIC 219345200,1,2,0.10179200369894376,1.02,3.53,719.0381326763,5.4244095671874,2458434.911525
9780,TIC 167342439,1,2,0.021534902661975365,0.94,4.46229,52.799305770892,6.1194799587076,2458345.524261
9781,TIC 167342439,2,2,0.01334583381190263,0.94,4.46229,17.47574654223,4.6911418220222,2458328.766769
9782,TIC 391821647,1,2,0.018314460223910672,1.52,4.60452,1.996071,5.910879,2458325.573663
9783,TIC 396720998,1,2,0.2293341845482895,0.5,5.80276,32.376600643543,3.8827520997207,2458392.822001
9784,TIC 396720998,2,2,0.08354793121470741,0.5,5.80276,777.05167419913,4.3877266333807,2458399.221135
9785,TIC 309402106,1,0,0.10660332094923425,1.71,4.22463,216.24584,1.0703728958227,2458343.942146
9786,TIC 38510224,1,2,0.028934223810077493,0.68,4.60471,18.384125924473,3.4924478624526,2458329.915053
9787,TIC 38510224,2,2,0.03683181221080788,0.68,4.60471,35.943277338905,2.7244261115493,2458342.537652
9788,TIC 150151262,1,1,0.028623769333333333,0.71,4.58833,9.531366,1.673,2460139.317299
9789,TIC 150151262,2,1,0.03126428066666667,0.71,4.58833,51.6991421,4.371,2460083.780694
9790,TIC 150151262,3,0,0.035503224024351895,0.71,4.58833,53.746482,5.592988,2458417.120619
9791,TIC 150151262,4,1,0.025957791333333338,0.71,4.58833,84.83869,5.194,2460082.804195
9792,TIC 167600516,1,2,0.031335731262941424,0.67,4.60858,35.999358758257,4.1814010807142,2458346.710529
9793,TIC 167600516,2,2,0.014951774674226221,0.67,4.60858,1.8715208835723,1.0213465692927,2458325.894696
9794,TIC 219195044,1,2,0.029082531083668893,0.470893,4.438,4.323932936976,1.5783126552371,2458412.826255
9795,TIC 219195044,2,2,0.03043225904963843,0.470893,4.438,10.177547481149,2.0401655082155,2458419.10613
9796,TIC 271971130,1,2,0.06839502458006197,0.199363,4.438,19.287957909893,2.1841643128741,2458327.552087
9797,TIC 119081096,1,2,0.05268937753846154,0.501502,4.72,0.83707,2.497,2458518.10991
9798,TIC 184952758,1,0,0.017139906804123712,1.0,4.46,4.109953,4.641,2460007.695053
9799,TIC 131419878,1,0,0.014407391368421053,1.41,4.21,3.16043,1.922,2458494.08915
9800,TIC 38571020,1,2,0.01475568443076923,1.11,4.21807,12.2877358,4.445,2460144.557795
9801,TIC 177077336,1,2,0.013377318315789475,0.8,4.57809,1.4178596,1.452,2460192.912711
9802,TIC 339961200,1,2,0.021367555564577125,0.92,4.51,3.2126399877101,0.60069820561898,2458382.865527
9803,TIC 174143743,1,2,0.014339433917355374,1.39,4.41,0.46132,1.32,2458492.31313
9804,TIC 149788158,1,2,0.03622496832,0.495286,4.74,4.7244442,0.999,2459245.51846
9805,TIC 149788158,2,2,0.019908979821999656,0.495286,4.74,0.74997111499344,1.0576059373724,2458518.087839
9806,TIC 11561667,1,1,0.18367618097492774,0.64,4.438,3.0876297334421,2.2386246106264,2458543.868539
9807,TIC 34068865,1,1,0.053030103652173914,0.454797,4.82492,0.3219233,0.199,2460013.7131
9808,TIC 36724087,1,1,0.02795065540979234,0.362023,4.94957,0.76839038111076,1.0241241543017,2459988.468158
9809,TIC 36724087,2,1,0.056281248856430384,0.362023,4.94957,12.253430820242,1.3699490378551,2459992.612785
9810,TIC 106402532,1,1,0.0189946330212766,1.01,4.5172,4.8847937,2.51,2460030.757093
9811,TIC 146846569,1,0,0.5550698264549165,0.170263,5.10976,4.7535387557657,1.0905964574577,2458545.448428
9812,TIC 150271680,1,2,0.021229277644591184,0.92,3.88,2.593694,3.054429,2458543.967327
9813,TIC 181804752,1,1,0.15968157862441107,0.14169,5.14315,4.9899175788749,1.3819653750545,2458546.508066
9814,TIC 181804752,2,1,0.06378181093399395,0.14169,5.14315,0.94799454357822,0.56466297813632,2458543.558006
9815,TIC 219189765,1,1,0.17927043144191462,0.600332,4.9186,1.7318529396486,1.6919638993423,2458544.430655
9816,TIC 260304800,1,2,0.08656299268359405,0.91,4.43563,3.4405946355686,2.5441316975963,2458544.257701
9817,TIC 310009611,1,2,0.018749127092783507,1.1,4.40631,2.131225,3.006,2460036.326522
9818,TIC 359271092,1,2,0.01501280757735849,0.522473,4.75957,7.5768334,2.073,2460006.41417
9819,TIC 373424049,1,2,0.014823554631353073,2.12,4.32187,0.963081,2.378514,2458543.475174
9820,TIC 434486077,1,2,0.12185626309357567,0.82,4.46838,2.2284671054591,1.5708912401721,2459989.182624
9821,TIC 437242640,1,1,0.11061563675675674,1.014,4.50578,4.3176859,1.822,2460031.706114
9822,TIC 444842193,1,2,0.033376723178447816,1.07,4.47122,1.0790928318675,3.802109408534,2458544.259371
9823,TIC 167418903,1,2,0.09747579153447122,0.99,4.47,10.980311390483,2.0361452910877,2458599.298747
9824,TIC 15445551,1,1,0.0869399550186791,1.31,4.08214,1.6827917017611,3.0314665769692,2458569.66758
9825,TIC 104024556,1,1,0.09524701360824744,1.57,4.13412,2.0219583,2.681,2460064.168409
9826,TIC 5868998,1,2,0.2981153374479638,0.527,4.8169,0.63554,1.257326,2458569.93359
9827,TIC 14614418,1,1,0.14403794770169254,1.01,4.43826,0.83784527504297,2.1590095643907,2458569.538097
9828,TIC 14661418,1,1,0.13973071091040273,0.757,4.64154,4.7228159573588,2.1894173969358,2458570.990969
9829,TIC 61538902,1,1,0.10683540894384744,1.1,4.52994,5.748132292877,2.6600482971422,2458573.686954
9830,TIC 61988212,1,2,0.16088530014316932,1.02,4.38111,0.555255,1.622036,2458569.455416
9831,TIC 72985822,1,2,0.09465324516652235,1.14,4.26729,3.8639681207342,2.0997184611314,2458572.225589
9832,TIC 73228647,1,1,0.019940955636363635,1.03,4.47356,2.5404679,2.154,2460066.437431
9833,TIC 73228647,2,1,0.01964200081419731,1.03,4.47356,6.7418795627991,1.371085679909,2458576.159251
9834,TIC 73649615,1,2,0.05745254272517233,0.505544,4.81257,1.2392569330831,1.0860452236936,2458570.647157
9835,TIC 130924120,1,2,0.026283690947368425,0.92,4.39962,17.4682298,3.491,2460039.192903
9836,TIC 152147232,1,2,0.07769610352941177,1.28,4.11585,4.2135662,2.904,2459331.163575
9837,TIC 162362398,1,2,0.11506109964644329,1.94,4.20409,12.339636761931,6.2659032422989,2458578.666284
9838,TIC 165317334,1,2,0.03718670359069924,0.63,4.56706,10.555733223311,2.8163532047401,2458576.38961
9839,TIC 165317334,2,2,0.018231234283684124,0.63,4.56706,1.8320862830765,1.4230142769814,2458570.007581
9840,TIC 178709444,1,2,0.172437370265144,0.421357,4.91468,3.4716808020319,1.3816977728099,2459329.505631
9841,TIC 178819686,1,1,0.02436387375567251,0.97,4.34736,5.605774799187,3.021389697455,2460046.424157
9842,TIC 178819686,2,1,0.028952112305060302,0.97,4.34736,12.277244423743,3.8398888593322,2460046.212045
9843,TIC 181159386,1,2,0.11087092686945642,1.43,4.20607,5.6316662587869,6.5350825665745,2458574.583993
9844,TIC 219401954,1,2,0.01582788521631559,1.02,3.82,0.861484,1.293669,2458570.226021
9845,TIC 219698950,1,1,0.1259084261925875,1.18,4.4,3.4464529129058,2.4625990454954,2458570.564724
9846,TIC 229047362,1,1,0.13903291930434783,1.025,4.51085,3.764873,2.759996,2458572.990673
9847,TIC 229811538,1,2,0.1491928570434783,1.21,4.31259,11.5294381,4.881,2459316.29169
9848,TIC 248075138,1,1,0.12510374278481012,0.92,4.51737,4.9816784,2.733,2459332.02995
9849,TIC 248111245,1,1,0.08349226154218845,1.41,4.10962,4.6370478737018,4.8238321719544,2459310.764623
9850,TIC 277634430,1,2,0.05292104044960298,0.2121,4.438,2.3260077350821,0.99608678448879,2459335.352285
9851,TIC 286864983,1,2,0.07772299330662334,0.858,4.57383,11.016342110475,3.5235771249212,2458575.945327
9852,TIC 286864983,2,2,0.05974766108470931,0.858,4.57383,744.20076033013,4.3105796305394,2459313.643175
9853,TIC 286864983,3,2,0.02906099005523226,0.858,4.57383,2.7912365453516,2.2947026670486,2458571.75144
9854,TIC 286865921,1,1,0.10257730348623854,0.963,4.44137,4.971298,3.283,2459329.250355
9855,TIC 294301883,1,1,0.12315349056112479,1.134,4.4201,4.465634329942,3.5125179895836,2459310.444439
9856,TIC 304042899,1,2,0.1264425589013346,1.45,4.41572,12.445874118302,11.542458744701,2459313.56423
9857,TIC 306996324,1,1,0.03611984936386282,0.52973,4.73575,15.665332188525,2.9937798914273,2458572.599749
9858,TIC 306996324,2,1,0.030422137947005407,0.52973,4.73575,8.2466132695014,2.4120909444072,2458571.415963
9859,TIC 334305570,1,2,0.0489122400011859,1.18,4.3586,8.3008561862668,4.8501569677065,2458575.779958
9860,TIC 335630746,1,1,0.08319578000000001,1.428,4.08247,4.6336155,3.557,2459574.942709
9861,TIC 398943781,1,1,0.14334793090909093,0.976,4.52787,3.0524018,2.483,2459329.902022
9862,TIC 413376180,1,1,0.13015386486561578,0.825,4.47443,1.3541341741811,2.0812883185965,2458570.772731
9863,TIC 429358906,1,2,0.05847139069138092,0.398817,4.94964,8.0239811468365,1.7082730596787,2458577.042174
9864,TIC 451645081,1,2,0.03266329334795101,0.71,4.5,8.1125146865053,2.0330297625383,2459312.121241
9865,TIC 460984940,1,2,0.018774332266666666,0.96,4.5297,2.7970316,2.185,2460038.66554
9866,TIC 374829238,1,2,0.026813475514859908,0.555307,4.438,18.628610243558,30.015619420095,2458363.856387
9867,TIC 375059587,1,2,0.01614393819847328,1.06,4.22099,12.6693786,4.818,2460176.555048
9868,TIC 375059587,2,2,0.01497939224427481,1.06,4.22099,38.5537648,6.071,2460161.039382
9869,TIC 350584963,1,2,0.012375307312639243,1.44,4.38359,2.1263165070945,2.6285127138976,2458325.898549
9870,TIC 300710077,1,2,0.02777785982553849,0.358579,4.87707,5.4470647756234,1.5833010465401,2458329.104549
9871,TIC 300710077,2,2,0.03280543218139373,0.358579,4.87707,12.97070410965,2.2669808058471,2458334.767805
9872,TIC 300710077,3,2,0.03179868994654059,0.358579,4.87707,8.0432343441006,2.0067184684471,2458329.979145
9873,TIC 308994098,1,2,0.04389195113751246,1.52,4.25649,199.57790731317,11.896875126478,2458352.487862
9874,TIC 308994098,2,2,0.015070687131294351,1.52,4.25649,41.017517375265,8.2090012644237,2458345.441513
9875,TIC 306472057,1,2,0.06712257626272283,1.43,4.35381,139.30485123035,12.194829344439,2458427.621432
9876,TIC 306472057,2,2,0.0773861180600696,1.43,4.35381,928.045581387,11.576689025693,2458583.273564
9877,TIC 294780517,1,0,0.03531293116850864,0.86,4.5443,15.647705544223,1.3360669793749,2458416.495917
9878,TIC 300013921,1,0,0.0463862982,0.95,4.50461,54.6616036,2.388,2459236.957286
9879,TIC 299945285,1,2,0.019049339760043332,1.22,4.07467,52.407266537574,8.754122489683,2458392.47459
9880,TIC 278895705,1,2,0.020457795309175488,1.18,4.24191,8.7609905515692,0.90945621428795,2458328.589363
9881,TIC 271596225,1,2,0.023038955907606278,0.471474,4.77431,1.8007935337818,1.1863073483261,2458326.820677
9882,TIC 271596225,2,2,0.02560605149104334,0.471474,4.77431,4.1400061547057,1.0309174916494,2458327.416156
